ID Paper;Title;Abstract
24203;Svårigheter i att definiera begreppet kompetens;This article discusses theoretically and philosophically difficulties in defining the notion of competence. ‘Competence’ is a key-concept in today’s educational discussion, where it combines both a psychological meaning of an inner disposition, and a sociological meaning as a category that organises tasks and power-relations in public and private institutions. A short historical overview shows that ‘competence’ has a complex etymology that explains these different layers of possible usages and the different ontological and epistemological assumptions that arise from them. Still, the article argues that an ambiguous notion is not a notion with an indistinct meaning. In concrete situations, ‘competence’ just has different meanings. Inspired by Wittgenstein, the article takes a philosophical view on science and methodology and argues that the strive to define ‘competence’ unequivocally can be understood in different ways. Notions have to be defined unambiguously to make empirical measurements possible. But definitions are running the risk to ignore important meaningful usages for the sake of what is empirically possible to measure and what kind of political interests there are in measuring certain aspects of a complex notions. Finally, it is argued that an ambiguous notion implies risks of undermining critical voices in the discussion about global educational policy.
24206;USING OF METHODS OF ONTOLOGICAL MODELING FOR FORMING OF EDUCATIONAL STANDARDS;The paper presents the possibility of ontological modeling techniques to create educational standards. It is shown t hat the ontological modeling to optimize the description of all levels of the NQF, sufficient to determine the completeness of the infor mation content of subject courses, establish consistency between systems subject knowledge and competencies that need to equip graduates. Ontological models allow also include course content new technological solutions.
24234;An Ontology to Model e-portfolio and Social Relationship in Web 2.0 Informal Learning Environments;Web 2.0 applications and the increasingly use of social networks have been creating new informal learning opportunities. Students interact and collaborate using new learning environments which are structurally different from traditional e-learning environments. In these informal unstructured learning contexts the boundaries between the learning contexts and social spheres disappear, and the definition of the students competences appears more and more important. In this paper we propose a semantic web approach in order to create the basis for a software platform to model learner profiles.In particular we propose to extend the FOAF ontology, used to describe people and their personal relationships, with an ontology related to the IMS Learning Portfolio used to model students' competencies. This ontology could be a fundamental layer for a new Web 2.0 learning environment in which students' informal learning activities carried out in social networks can be managed and evaluated.
24243;Towards an adaptive learning system: An improved competency meta-model;In today's adaptive learning systems (ALS), the main challenge is not limited to publish and reuse online content, but it's to apply pedagogical approaches using information and communication technologies. In this connection, researchers and organizations have shown a growing interest in the competency-based approach that offers the opportunity for learners to adapt and personalize their learning activities and develop their capacities. In this paper, we present our proposal competency meta-model based on the HR-XML specification (Human Resources XML) and the IMS Reusable Definition of Competency or Educational Objective (IMS RDCEO), In order to operationalize it in an ALS.
24295;An Ontology-centered Approach for Designing an Interactive Competence Management System for IT Companies;"The paper presents a generic framework for an intelligent information system of competence management based on ontologies for information technology companies. In a first step it will be applied in an information technology (IT) small enterprise and then its applicability will be verified for other organizations of the same type. The work presented in the paper is performed under the project ""CONTO -- Ontology-based Competencies Management in Information Technology"" funded by the Romanian Ministry of Education and Research, involving two universities, a research institute and an IT private company. The Protege environment was used for the development of this ontology. The structure of the ontology is conceived so that description logics can be used to represent the concept definitions of the application domain in a structured and formally well-understood way. Knowledge acquisition is performed in the approach by enriching the ontology, according to the requirements of the IT company. The paper also presents some use-cases."
24309;A Competence Knowledge Base System as Part of the Organizational Memory;Personal competences of experienced employees are the most important knowledge assets of knowledge-work oriented enterprises. Thus, it makes perfect sense to start IT support for enterprise knowledge management with a system that facilitates finding of appropriate contact persons for business tasks which require specific knowledge, experiences, or skills. We propose such a competence knowledge base system (CKBS) which builds upon an ontology-based model of competence fields, the use of which allows (i) comprehensive multi-criteria organization and queries for personal competences, (ii) complex heuristic inferences for finding knowledgeable persons in spite of vaguely specified information needs, and (iii) easy integration of the CKBS into an overall organizational memory information system.
24336;Where's the Competence in Competence-based Education and Training?;This paper notes the apparent ineffectiveness of the critical response to competence�?based education and training (CBET) and suggests that this results from a failure to correctly isolate CBET's unique, identifying features. It is argued that the prevailing tendency to identify CBET with ‘competence’ is fundamentally mistaken and that the competence approach is more properly characterised in terms of its philosophically naïve methodological strategy. It is suggested that this strategy is based upon untenable assumptions relating to the semantic status of statements of outcome and the epistemological and ontological constructs to which such statements are intended to correspond.
24375;O novo status do saber na era tecnologica e os desafios para a educacao segundo Hans Jonas/The new status of knowledge in the technological era and the challenges for education according to Hans Jonas/El nuevo estatus del conocimiento en la era tecnologica y los desafios para educacion de acuerdo a Hans Jonas;"O objetivo do presente artigo e analisar a mudanca no estatuto do saber a partir da era moderna e suas repercussoes sobre a educacao no seculo vinte um, tendo como referencia a filosofia de Hans Jonas. Para tanto, analisaremos como o conhecimento perdeu seu valor contemplativo, ontologica e politicamente falando, para assumir uma perspectiva de exploracao do mundo, chegando a apresentar-se ele mesmo como uma mercadoria, na forma da informacao. Contrapoe-se, assim, o homo faber ao homo sapiens, com o prejuizo do segundo. A educacao cabe enfrentar a tensao entre o fazer e o saber, recusando uma visao simplista da ideia de competencias e assumindo uma posicao critica capaz de preparar o ser humano integralmente para assumir a sua responsabilidade diante dos novos poderes da tecnologia. Palavras-chave: educacao; conhecimento; Hans Jonas; competencias; tecnologia. The purpose of this paper is to analyze the change in the status of knowledge in the modern era and its impact on education in the twenty-first century, with reference to the philosophy of Hans Jonas. We will analyze how knowledge lost its contemplative value, ontological and politically speaking, to assume a perspective of the world's exploration, presenting itself as a commodity in the form of information. Opposes, therefore, the homo faber to homo sapiens, with the loss of the second. To education fits face the tension between doing and knowing, refusing a simplistic view of the simplistic idea of competencies and assuming a critical position able to prepare the human being to assume his responsibility in the face of the new powers of technology. Keywords: education; knowledge; Hans Jonas; competencies; technology. El proposito de este trabajo es analizar el cambio en el estado de conocimiento a partir de la era moderna y su impacto en la educacion en el siglo XXI, con referencia a la filosofia de Hans Jonas. Vamos a analizar como el conocimiento pierde su valor contemplativo, ontologica y politicamente hablando, para asumir una concepcion de exploracion del mundo, llegando a presentarse a si mismo como una mercancia en la forma de informacion. Se opone, por lo tanto, el homo faber al homo sapiens, con la perdida del segundo. A la educacion resulta necessario enfrentar a la tension entre el hacer y el saber, rechazando una vision simplista de la idea de las habilidades y asumindo una posicion critica capaz de preparar al ser humano para asumir plenamente su responsabilidad ante los nuevos poderes de la tecnologia. Palabras clave: educacion; conocimiento; Hans Jonas; habilidades; tecnologia."
24480;What does it mean to be a responsible AI practitioner: An ontology of roles and skills;With the growing need to regulate AI systems across a wide variety ofapplication domains, a new set of occupations has emerged in the industry. Theso-called responsible AI practitioners or AI ethicists are generally taskedwith interpreting and operationalizing best practices for ethical and safedesign of AI systems. Due to the nascent nature of these roles, however, it isunclear to future employers and aspiring AI ethicists what specific functionthese roles serve and what skills are necessary to serve the functions. Withoutclarity on these, we cannot train future AI ethicists with meaningful learningobjectives.In this work, we examine what responsible AI practitioners do in the industryand what skills they employ on the job. We propose an ontology of existingroles alongside skills and competencies that serve each role. We created thisontology by examining the job postings for such roles over a two-year period(2020-2022) and conducting expert interviews with fourteen individuals whocurrently hold such a role in the industry. Our ontology contributes tobusiness leaders looking to build responsible AI teams and provides educatorswith a set of competencies that an AI ethics curriculum can prioritize.
24610;School knowledge, science, institution and democracy;The dialectical skirmishes provoked by the new discourse of “competencies�? have not contributed to rescue the debate on school knowledge from their current lethargy. Among other reasons, due to their insufficient perspective, their obvious omissions, and to reduce the terms of this debate to a superficial and forgetful dualism. Therefore, it is urgent to follow rethinking and problematizing the curriculum. To that end, this paper advocates to expand our perspective with other levels of analysis that allow us to bring to light and defamiliarize the tacit assumptions about the nature and dynamics of the curriculum that tend to be taken for granted. In this sense, it will argue in favor of the imperative need for another kind of “ontological�? approach, different from the conventional but also cautious with some postconventional drifts.
69640;E-Learning Based on Metadata, Ontologies and Competence-Based Knowledge Space Theory;The 21st century is challenging the future educational systems with ‘twitch-speed’ societal and technological changes. The pace of (technological) innovations forces future education to fulfill the need of empowering people of all societal, cultural, and age groups the acquire competences and skills in real-time for demands and tasks we cannot even imagine at the moment. To realize that, we do need smart novel educational technologies that can support the learners on an individual basis and accompany them during a lifelong personal learning and development history. This paper gives some brief insights in approaches to adaptive education based on sound psycho-pedagogical foundations and current technologies.
69644;A Competency-Based Learning Resource Retrieval Process: The LUISA-UHP Case-Study;The paper describes a global framework enabling competency-based search of learning resources making a heavy use of semantic technologies. First it presents the generic components. Then it exemplifies how this framework can be adapted to a given environment, i.e. which knowledge representations, Web Services descriptions and other components have to be tailored or added to the framework. Then it shows step by step how a query is processed, Finally, users’ feedback, lessons learnt and future trends are provided as well as comparisons with other approaches already published about annotating and retrieving learning objects in Learning Objects Repositories.
69662;The use of an enterprise ontology to support knowledge management in software development environments;Software engineering is knowledge-intensive activity and knowledge is thought to be the most important asset in an organization. Therefore this paper presents an approach to support Knowledge Management in Software Development Environments that is strongly based on ontologies: Enterprise Oriented Software Development Environments. After describing the components of such environments, this paper focuses on the Enterprise Ontology and on three tools developed based on this ontology: a ‘yellow pages’ tool which shows the distribution of competencies in the organization, a tool to support the allocation of people to software projects and a graphic tool for representing and visualizing organizational processes.
69824;Towards a competency model: A review of the literature and the competency standards;Competency-based approaches using information and communication technologies have been the main solution of the organization’s expectations in all fields (public and private) to increase the products’ quality and employees’ capacity. Furthermore, the concept of competency can have several different definitions, which may make it difficult to model. As a result, without a good representation of the knowledge and competency and reusable definitions of competence, an e- Learning system will be unable to adapt to its users, to personalize learning activities. In this paper, we present a view of some important competency definitions and the main competency specifications, like the HR-XML specification (Human Resources XML), and the IMS Reusable Definition of Competency or Educational Objective (IMS RDCEO). Moreover, we suggest a competency model for training and education based on these specifications.
69828;Professional Competence of Vocational Teachers: a Conceptual Review;In this article, the variety of interpretations of the concept of professional competence with reference to vocational teachers is reviewed and discussed. Previous vocational teacher research has been found to focus on which professional competencies vocational teacher possess or should demonstrate, with little focus placed on how competence is defined, leaving a gap related to how the professional competence concept is perceived and constructed. Through a conceptual analysis method (CAM), which follows the data collection process of a systematic literature review, the researcher identifies the concept attributes that are commonly shared as well as neighboring concepts associated with professional competence. Findings indicate that only few studies detail solid concept definitions. Furthermore, there is an agreement amongst the researchers on the main attributes of professional competence, including the situated and developmental character of professional competence as well as its relationship with action. In regard to concept use, there are distinct interrelationships between professional competence, professionalism, performance and qualification. Most definitions regard the individual as the reference point and little to no discussion takes place regarding professional competence at a collective level. Because complex concepts like the one under study can lead to confusion, it is suggested that their use should be accompanied by a discussion of their various meanings.
69847;Broadening design-led education horizons: conceptual insights and future research directions;Design as an overarching pedagogical framework has been regarded by some as the avenue to re-envision general education to develop capabilities required for twenty-first century citizens. However, despite the adoption of design thinking within other domains, generic design-based education for lifelong learning remains largely unexplored. A comprehensive review of literature on educating a workforce for the knowledge economy, and the role of design in business and educational innovation, has been conducted to create a new approach to building a culture of practice for design-led education, based on the theory of the Innovation Matrix. This study proposes ‘design-led educational innovation’ as a new area of research which requires a deeper understanding of the knowledge, skills and mindsets students require to thrive in the twenty-first century and beyond as lifelong learners in informal and formal education contexts. The findings provide an opportunity to explore dynamic theories and methodologies borrowed from within the field of design-led innovation in business that will broaden the horizons of design-led education, challenging existing practices to transform educational institutions as knowledge creation organisations. This is the first paper to introduce the Design-led Education Innovation Matrix, providing a prototype design-led framework to assist educators in developing and assessing twenty-first century knowledge, skills and mindsets. In addition, it identifies related future research areas for academia, thereby extending the reach and scope of this emerging research area.
69858;Systematic Analysis of Future Competences Affected by Industry 4.0;Digital transformations boosted by new technological innovations entail restructured industrial processes and requalified skilled workers. Educational institutions must provide qualifications with learning outcomes fitting to these requirements. Nowadays skill gap analysis between both sides of labor market is a crucial research topic, but researchers mostly draw consequences from experts’ visions, trends in past data and not from systematic analysis. Educational institutions must gather information about competences required in the future to start transferring them these relevant knowledge in time. This paper presents an information system dedicated to estimate the importance of actual competences in the future based on different business scenarios.
69879;Designer - Supporting Teachers Experience in Learning Management Systems;In the lifelong learning context, the efficiency of learning is measured according to the users’ achievement of the target competences. However, in a virtual learning environment supporting the competence development process ends up being an elusive and time-consuming task for teachers or instructional designers. In this paper, we introduce Designer, an approach for teachers to help them in designing courses via a semi-automatic design process based on dynamic user modeling and adaptive learning design generation. A qualitative and quantitative evaluation demonstrated the effectiveness of Designer in supporting teachers to create adaptive courses.
98773;Using an ontological model for transfer knowledge between universities;The article deals with construction of the ontological model to provide knowledge transfer between universities. It discusses a need to consider requirements of the professional standard for a specialist and labor market demand in process of educational programs design. Ontological and modular-competence approaches were used to simulate the mapping of competences. An ontological model of the professional competence standard was developed. The information model distributed knowledge database in the university consists of the ontology educational programs, the ontology of professional competencies demanded in the regional labor market and the ontology of scientific knowledge in the university. Classes taxonomy of the developed ontological model of professional competences is presented. The method of analyzing hierarchies was used to assess the conformity of learning outcomes with the functional requirements of labor market. © Springer Nature Switzerland AG 2019.
98790;Use of Semantic Technologies for Validation of e-Learning Outcomes;The paper offers means, sources and methods for semantic validation of learning outcomes (including non-formal and informal distant learning) based on the ESCO ontological model and matching of its main concepts. Atomic competencies are used for representation of different components of ontological model that formalizes relations between main subjects and objects of learning process. We analyze specifics of the Web-oriented semantic technologies used for support of elearning. Ontological analysis provides representation of distributed background knowledge about users, their professions, competencies, lifelong learning outcomes, etc., and standards of the Semantic Web project provide the technological foundation for creation of intelligent advisory applications. Validation of learning outcomes of informal and non-formal learning needs in semantic matching of user profiles with classifications of professions and qualifications. Advantages of proposed approach are demonstrated on example of applied information system AdvisOnt developed to combine the market of educational services with the labor market that can use validation of the informal and non-formal learning outcomes.  © 2022 Copyright for this paper by its authors.
98799;The concept of personalized e-learning with the use of mobile applications based on ontologies;"The last few years can be described as ""explosive"" in the mobile application development market. There is a huge number of services, this trend affects the business community and the use of mobile technologies in all spheres becomes the norm. Under existing conditions of market relations, enterprises inevitably face the main difficulty-their competitiveness, which is strongly related to the qualification and level of personnel training. Heads of companies are fully aware of the fact that it is necessary to invest today in the development of the company and employees to be successful tomorrow. Top management understands the dependence of the quality of work of employees, departments, units, services and the company as a whole on the quality of training and qualification of personnel. For this purpose, corporate training systems are being developed, based on remote computer training technologies and the use of mobile means. The article describes the content of the developed concept of personalized corporate e-learning using mobile applications based on ontologies. It is concluded that it is crucial to create corporate knowledge bases and a corporate competence catalog. The relevance of building corporate learning systems based on the knowledge base, which is represented by ontologies, that allows you to create educational objects of different levels and complexity is explained. The analysis of the identification of individual characteristics and preferences of employees for training and advanced training represents the great interest, as well as experience in managing intellectual assets of leading companies. It is proposed to integrate LMS with the corporate knowledge base in order to increase efficiency and lack of duplication of information, so that training courses can be created from the available articles. This allows to significantly reduce the time for the preparation of e-learning courses, improve the efficiency of corporate training and reduce the costs of retraining and upgrading the skills of staff. ©2018. revistaESPACIOS.com. ®Rights Reserved."
98830;The Model of Curriculum Constructor;The curriculum constructor model based on ontology that allows establishing connection between curriculum objectives, learning outcomes, expertise and disciplines is introduced in this paper. Thus, it makes possible to consider the compliance of the Education Programme with the learning outcomes and expertise, as well as, it helps check the curriculum goal achievements, the learning outcome development and mastering the competences. The constructor lets create different subsets with different properties and set various individual trajectories. © 2021, Springer Nature Switzerland AG.
98842;Ontology-based e-Portfolio modeling for supporting lifelong competency assessment and development;Over the last century, different learning theories have shaped the world of education and training before shifting to the competency-based approach (CBA). This new paradigm to teaching and learning aims to ensure that every student has to graduate with the competitive competencies of lifelong learners and is ready to enter the workforce and begin functioning in entry-level positions. However, despite the growing interest in competency-based learning and training, this field still faces numerous challenges, essentially the lack of consensus about an interoperable description of competency evidences. Indeed, the move towards CBA has created a need for effective instruments that support and assess competency development. In this context, the electronic portfolio (e-Portfolio) emerged as a suitable tool that helps learners collect and manage multiple kinds of assessment evidences linked to the program's competencies from multiple sources. In this paper, we propose an ontology-based approach to e-portfolio modeling which relies on Semantic Web technologies to formally and semantically describe portfolio artifacts that evidence the achievement of one or several competencies. The proposed ontology is structured according to official e-Portfolio specifications, namely IMS ePortfolio and JISC Leap2A. In addition, other existing approaches to e-Portfolio modeling reported in the literature have been explored to avoid misinterpretation of these specifications. Furthermore, a comparative study of common e-Portfolio systems has been carried out in order to gain a fairly accurate idea of the generic structure of an e-Portfolio. © 2017 The Author(s).
98866;Using ontologies to design competency-based e-learning applications;Lately, the approaches based on the concept of Competency are widely used in the field of Education as well as in the field of Human Resources Development. Competency Modeling is considered to be essential for any kind of Pedagogical Design within the area of e-Learning applications, adding to them several new possibilities. One of the most popular representations of competencies and learning goals (which are considered a kind of competency) is that of ontologies. This kind of representation allows processing by machines and their incorporation in e-learning applications. The present paper contains the presentation of an ontology-based model for the description of the learners' competencies, created through the combination and the extension of three existing ones. The ontology that we describe, was created as part of an experimental e-learning application for the description and management of competencies, learning goals and learning material about a specific field of knowledge.
98875;An innovative ontology-driven system supporting personnel selection: The OntoHR case;This paper describes the initial development of an HRM system that aims to decrease the gap between higher vocational education and the labour market for a specific job in the ICT sector. This paper focuses specifically on the delineation of a process model and the selection of a suitable job role (information system analyst) that is valid across organisational and cultural boundaries. The process model implies various applied uses of this ontology-based system, including mapping qualifications in vocational education to current and valid job roles, testing and evaluating the student applicant on the basis of labour market driven competencies, and providing ad-hoc support to educational institutions by elucidating the weaknesses of particular VET curricula. Copyright © 2012 Inderscience Enterprises Ltd.
98914;Tracing the metacognitive competencies of online learners;The success of a learning environment can be measured in terms of improvement in learner performances as well as positive learner engagement in metacognitive traits. A large body of educational technology literature establishes a positive correlation between the application of learning technologies and learner performances. In addressing the other aspect of success, this chapter presents a study that lends support to positive learner engagement in the context of metacognitive traits induced through ontology-oriented learning technology. That is, learners are found to benefit from targeted metacognitive activities embedded in online learning environments. To reap this benefit, the educational technology system employed a theory-centric mixed-initiative approach that traces the metacognitive competencies of online learners. This chapter postulates that in addition to providing the metacognitive interface tracing the metacognitive competencies of online learners is critical for the success and sustainability of technology-enhanced learning environments. © 2012, IGI Global.
98955;Transforming a competency model to parameterised questions in assessment;"The problem of comparing and matching different learners' knowledge arises when assessment systems use a one-dimensional numerical value to represent ""knowledge level"". Such assessment systems may measure inconsistently because they estimate this level differently and inadequately. The multi-dimensional competency model called COMpetence-Based learner knowledge for personalized Assessment (COMBA) is being developed to represent a learner's knowledge in a multi-dimensional vector space. The heart of this model is to treat knowledge, not as possession, but as a contextualized space of capability either actual or potential. The paper discusses a system for automatically generating questions from the COMBA competency model as a ""guide-on-the- side"". The system's novel design and implementation involves an ontological database that represents the intended learning outcome to be assessed across a number of dimensions, including level of cognitive ability and subject matter. The system generates all the questions that are possible from a given learning outcome, which may then be used to test for understanding, and so could determine the degree to which learners actually acquire the desired knowledge. © 2009 Springer Berlin Heidelberg."
98962;A competency-oriented modeling approach for personalized e-learning systems;In order to optimize the information retrieval and adaptation facilities inside an e-learning system, there is necessary to improve accessibility and to correlate the educational materials, the users and the information. For this purpose, we present a semantic Web-based modeling approach for the materials annotations and user competences profile, based on the same domain ontology set. The ontologies constitute thus the binder between the materials and users, and we illustrate how their reasoning support contributes to the efficiency improvement of the search and adaptive Web services. As illustrative example, we present our developed I*Teach Web repository of educational scenarios. © 2008 IEEE.
98970;Modeling project management competences: An ontology-based solution for competency-based learning;Due to growing requirements for skilled workers, the education should value the outcome and address students' real performance in life. A learning process turns out to be good when the degree of transformation made possible through that process is high or the degree of competences increases. Current paper indicates e-learning as a suitable activity for competences development. The authors also argue that a proper competences modeling solution would increase the efficiency of competence-based learning. Consequently, an ontology based solution is presented for project management domain. © 2010 Springer-Verlag Berlin Heidelberg.
98991;Ontology-Based Methodology for Knowledge Maps Design;"Visualization of corporate knowledge in organizations creates the potential for a significant improvement in the quality of decision making and management efficiency. However, at the moment there is little correlation between the needs of enterprises and new technologies in the field of knowledge engineering. Models and methods of knowledge visualization are not yet mature enough to solve practical problems of information and knowledge management. This is especially true for knowledge-intensive enterprises and organizations, universities, and research institutes. The paper presents a new methodology for the knowledge and competences mapping of the faculty members (or any employees). The methodology is supported by the ontology-based approach and significantly expands the traditional knowledge engineering palette of methods. Ontologies as conceptual models of the subject areas are one of the most promising approaches to the development of knowledge bases and knowledge graphs. The importance of ontology engineering is rapidly gaining the new adopters. The proposed methodology consists of 4 main meta-steps to create a knowledge map: Set of ontologies design (ON);Knowledge elicitation for ontology population (E);Visual knowledge mapping (VI);Knowledge map justification and dissemination (D). The proposed ONE-VID approach was implemented at Graduate School of Management in Saint-Petersburg State University for the sample of 63 faculty members. Several types of K-maps were designed and developed – treemaps, radars, knowledge profiles, etc. The paper describes the new methodology and illustrates the first results. The subsequent longitude study plan is considered that will give the possibility to compare the specific knowledge profiles and gaps as time passes. © The Author(s), under exclusive license to Springer Nature Switzerland AG 2023."
98997;Ontology-based approach to formalization of competencies;Competency-based learning has been used in training employees to acquire the necessary skills for an organization to be successful in a dynamic and ever-changing environment. One of the core activities in competency-based training is learning material acquisition. Standardization efforts have made the retrieval of educational materials, also called learning objects, easier by describing them in pre-defined metadata schema. However, the existing standardized metadata schema and practices of learning object metadata annotation do not support automatic selection of resources by specific competency requirements in the competency-based learning. We propose an ontology-based competency formalization approach as a way of representing competency-related information together with other metadata in ontology in order to enhance machine automation in resources retrieval. The approach represents competency with properties of definition, knowledge reference, evidence of proficiency, and level of proficiency. The effectiveness of resource selection from each of the properties is evaluated. © 2007 by Idea Group Inc.
99012;Metadata for describing educational competencies: The UOC case;In this paper we describe a proposal for standardizing the concept of competency in a repository of learning objects, by means of an extension of the LOM and the IMS-LD standards, and the use of ontologies for ensuring consistency is also outlined. Following the recommendations from the Bologna Process, we identify the competencies required and developed by means of the current learning resources and formative and evaluation activities in a virtual e-learning environment and, using the most important taxonomies defined for such purposes in the literature, we identify the necessary metadata to describe the competencies related to such learning resources and activities. We discuss the process of shifting from content based metadata to competency based metadata, and we present an example of improving the description of learning resources by adding metadata for describing competencies, using a real case at the Universitat Oberta de Catalunya. © 2010.
99054;Digital technologies in the system of professional qualifications: competence based approach;In the article, the issues demanding uniform approach to solution of problems relating to accumulative break between production requirements (business technologies) for personnel occupational competences and those knowledge and skills, which are acquired in the vocational education system (with account of transition to digital economy) are studied. A number of design and procedure developments and analytical approaches in the area of occupational qualification and educational standards system integration with the use of digital technologies based on the principles of mathematical designing, logical modeling and formation of discrete transformation, are presented hereto. Based on discrete approach to formation of knowledge and skills, ontology (tree), by results of research, the mathematical model of the matrix of competences integrated with educational (training) disciplines by means of digital rates implementation, was developed. © 2019, Pipeline Transport Institute, LLC. All rights reserved.
99127;Where the competency-based assessment meets the semantic learning analytics;"Students’ assessment based on score is no longer relevant today, this is after the major changes of students’ way of life and how they receive knowledge, especially after being immersed in social medias and modern technologies. In light of these significant changes, new methods of students’ assessment must be adopted in order to respond to the requirements of students of the 21st century, and to provide a real evaluation that reflects their knowledge, performance, and skills. Therefore, the Competency-Based Assessment might be a good candidate to meet these requirements. The scope of this paper is to address the issue of competency modelling in technology-enhanced learning systems in order to discover implicit competencies hidden behind students’ activities and how to translate them into acquired competencies. To face these challenges, the authors proposed an approach of semantic analytics of students’ activities data. Therefore, they modelled all knowledge about students and their competencies by Semantic Web and ontological representation; then students’ models have been subjected to a set of learning analytics approaches in order to analyze and evaluate the generated data according to the assessment model. An experimental study indicates that this approach is efficient and expected to show great advantages in evaluating students’ competencies. © Springer Nature Switzerland AG 2020."
99131;Working in the 4.0 Era: An Ontology for Competence Management in the Fourth Industrial Revolution;Industry 4.0 is creating a radically more dynamic work environment, which calls for considerable changes in the role of industry professionals. As industries need to respond to evolving trends quickly, as well professionals need to be able to work and constantly learning in this new work environment. Besides, due to the continuous advances in technology and the adoption of these technologies in the industries processes, the level of complexity in the workplace is increasing, which results in the need for a new professional role. However, the main challenge is how to prepare and qualify these professionals to acquire these competences. In order to provide a better understanding of the new professional role and their relationship with the industry 4.0 working environment, this paper introduces an ontology for Competence Management in the Fourth Industrial Revolution. Considering the recent scientific and business developments for preparing the industries and workers for this new working era, competences and skills needed for professionals in industry 4.0 were reviewed, as well as challenges and opportunities. Based on a systematic literature review in scientific sources and grey literature, this work identified what technologies are being adopted and what the professional competences are for working in this working environment. Since Industry 4.0 is spreading all over the world, this study contributes to this understanding and also provides a starting point for further research regarding workforce competence management for Industry 4.0. © 2020, The Editor(s) (if applicable) and The Author(s), under exclusive license to Springer Nature Switzerland AG.
99219;Ontology development for competence assessment in virtual communities of practice;This paper presents an ontological model for defining competency paths in STEM education, designed for the implementation of an adaptive system integrated in virtual communities. The model is applied for clustering materials for automatic assessment and the results are discussed. © Springer International Publishing AG, part of Springer Nature 2018.
99225;Use of ontologies and the Semantic Web for qualifications framework transparency;The problem of correlating and comparing the levels of the European and national qualifications framework and the potential of the Semantic Web technologies for solving this problem were explored. We substantiated the need for creating models and methods, aimed at providing transparency of the European and national qualifications frameworks and the development of tools for implementing these methods. Authors proposed a reference model of the qualifications framework that formalizes knowledge of basic information objects relating to learning outcomes and their representation in the qualifications frameworks. The specific feature of this model implies using atomic competencies: semantics of information objects of different classes is formalized through the set of such atomic competences that are associated with different properties of these objects. This should provide for the automatic matching of these information objects on the level of knowledge. The methods of quantitative estimation of semantic proximity between information objects of different classes of ontological models, which corresponds to different problems, are proposed in the work. This allows identifying a similarity between learning outcomes, which are described with the use of descriptors of different qualification frameworks. Information regarding atomic competences is obtained from the national and European standards, qualifications frameworks, speciality descriptions, etc. They may be automatically supplemented via analysis of relevant information of Web-resources that contain semantic markup. The work considers in detail the mechanism of integration of the reference information model of competences with technological environment Semantic MediaWiki: ontological concepts and relations are used for semantic markup of Wiki-pages by categories and semantic properties. This allows running a variety of semantic queries to the content of pages, relating to learning outcomes. Examples of such queries are given and their expressive power is analyzed. An example of using the ontological model of competences for improving semantic Web-search for the information for the purpose of supplementing and updating Wiki-pages was studied. The ontology potential in specification of information needs and the increased intersection of the obtained results is demonstrated with the example of the semantic search engine MAIPS. © J. Rogushina, S. Pryima, 2017.
99232;Ontology-based competency management: Infrastructures for the knowledge intensive learning organization;This paper devoted to a new method of competence management that introduced competence as a concept related to a resource-based view on an organization. It emphasizes the importance of this approach for the project-orientated and intensive learning organizations to address the problem of determining the trajectory of employees training and resource planning. Suggests the methods of modeling competencies, resources and knowledge using ontologies to automate the determination of the trajectory of training of staff and resource planning. © Springer International Publishing Switzerland 2016.
99246;A formalism of the competency-based approach in adaptive learning systems;The notion of competence and learner model is the kernel of the Competency-Based Approach (CBA). However, as of today there is not a commonly learner model or ontology for competencies, we have presented in this paper our ontology-based representation in order to define the CBA. This representation provides a baseline for an e-learning adaptive system in which we plan to implement individual learning through individualized learning paths and collaborative learning considering individuals as part of homogeneous groups.
99258;Ontology-based user competencies modeling for e-learning recommender systems;"Inside the e-learning platforms, it is important to manage the user competencies profile and to recommend to each user the most suitable documents and persons, according to his or her acquired knowledge, to their long-term interests, but also according to his very current goals. The authors of this chapter explore a Semantic Web-based modeling approach for the document annotations and user competencies profile development, based on the same domain ontology set. The ontologies constitute the binder between the materials and users. For the user profile development and for the personalized recommendations facilities, the authors' solution propose a hybrid recommender approach: first the user navigation inside the ontology is monitored (instead of user navigation inside the e-learning platform) and the next concept of interest is recommended through a collaborative filtering method; then a content-based recommendation of documents is provided to the user, according the selected concept and his competencies profile. In both phases, a variant of the nearest neighbor algorithm is applied. © 2009, IGI Global."
99260;Interoperable assessment based on competency modelling;The aim of this chapter is to illustrate some affordances of machine-processable competency statements. Such competency statements are supported by ontologies and taxonomies of competency. Machine processing can offer interoperable and reusable resources and applications that are pedagogically effective for e-learning and assessment. A competency statement which can be read, processed, and interpreted by machine contributes to the automatic generation of questions and offers a semantic structure using the Web Ontology Language (OWL) to express competencies for further processing. The generated questions are expressed in the IMS Question and Test Interoperability specification (IMS QTI) to enable interoperability. © 2011, IGI Global.
99265;Competency comparison relations for recommendation in technology enhanced learning scenarios;In this paper, we address the problem of competency comparison, providing some heuristics to help match the competencies of users with those involved in task-based scenario components (actors, tasks, resources). Competencies are defined according to a structured competency model based on a domain ontology. We provide a context for recommendation through a learning scenario model. The approach has been implemented by extending an ontologydriven system called TELOS. It has been tested with a learning unit where these comparison relations are used to provide recommendations to users involved in a technology enhanced learning scenario.
